MiBig	Biosin_class	Gen	Adenilation	Condencetion
BGC0001090	['NRP', 'Polyketide']	ABS74180	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Tyrosine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Asparagine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Proline']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glutamate']}]	['DCL']
BGC0001090	['NRP', 'Polyketide']	ABS74179	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Threonine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}]	NaN
BGC0001182	['NRP', 'Polyketide']	XP_001220460	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Tryptophan']}]	NaN
BGC0001028	['NRP', 'Polyketide']	AAF15891.2	[{'epimerized': False, 'evidence': ['Activity assay'], 'proteinogenic': ['Isoleucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Proline']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}]	NaN
BGC0001028	['NRP', 'Polyketide']	AAF17280.1	[{'epimerized': False, 'evidence': ['Activity assay'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glycine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['Asparigine']}]	NaN
BGC0001028	['NRP', 'Polyketide']	AAF17281.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Proline']}, {'epimerized': False, 'evidence': ['Activity assay'], 'proteinogenic': ['Tyrosine']}]	NaN
BGC0001881	['NRP', 'Polyketide']	QCS37521.1	[{'epimerized': False, 'evidence': ['Feeding study'], 'nonproteinogenic': ['O-methyltyrosine']}]	NaN
BGC0000443	['NRP']	AED90002.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Serine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['Ornithine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Aspartate']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Lysine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Histidine']}]	NaN
BGC0000443	['NRP']	AED90003.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Threonine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['Didehydroaminobutyric acid']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['Hydroxyaspartate']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['4-Chlorothreonine']}]	NaN
BGC0000443	['NRP']	AED90004.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Threonine']}]	NaN
BGC0000290	['NRP']	AAM80539.1	[{'aa_subcluster': ['AAM80549.1', 'AAM80550.1', 'AAM80551.1', 'AAM80552.1'], 'epimerized': True, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['4-Hydroxyphenylglycine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Tyrosine']}]	NaN
BGC0000290	['NRP']	AAM80538.1	[{'aa_subcluster': ['AAM80549.1', 'AAM80545.1', 'AAM80546.1', 'AAM80547.1', 'AAM80548.1'], 'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['3,5-Dihydroxy-phenylglycine']}]	NaN
BGC0000290	['NRP']	AAM80537.1	[{'aa_subcluster': ['AAM80549.1', 'AAM80550.1', 'AAM80551.1', 'AAM80552.1'], 'epimerized': True, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['4-Hydroxyphenylglycine']}, {'aa_subcluster': ['AAM80549.1', 'AAM80550.1', 'AAM80551.1', 'AAM80552.1'], 'epimerized': True, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['4-Hydroxyphenylglycine']}, {'aa_subcluster': ['AAM80528.1'], 'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Tyrosine']}]	NaN
BGC0000290	['NRP']	AAM80536.1	[{'aa_subcluster': ['AAM80549.1', 'AAM80545.1', 'AAM80546.1', 'AAM80547.1', 'AAM80548.1'], 'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['3,5-Dihydroxy-phenylglycine']}]	NaN
BGC0001069	['NRP', 'Polyketide']	AAY89051.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}]	NaN
BGC0001442	['NRP']	ATJ34005.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Threonine']}]	NaN
BGC0001442	['NRP']	ATJ34004.1	NaN	['LCL']
BGC0001442	['NRP']	ATJ34002.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Proline']}]	NaN
BGC0000357	['NRP']	CAP93139.1	[{'epimerized': True, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['Phenylalanine, Tyrosine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['(Phenylalanine, Tryptophane),(Valine, Isoleucine)']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['Valine, isoleucine']}]	['DCL', 'DCL']
BGC0001842	['NRP']	ABA73954.1	[{'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Aspartate']}]	NaN
BGC0001842	['NRP']	ABA73955.1	[{'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glutamine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Isoleucine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glutamine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}]	NaN
BGC0001842	['NRP']	ABA73956.1	[{'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Isoleucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}]	NaN
BGC0000356	['NRP', 'Alkaloid']	BAH23995.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Tryptophan', 'Proline']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Tryptophan', 'Proline']}]	NaN
BGC0001052	['NRP', 'Polyketide']	ADC79642.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Glycine']}]	NaN
BGC0001101	['NRP', 'Polyketide']	AAN85530.1	[{'epimerized': False, 'evidence': ['Activity assay'], 'nonproteinogenic': ['D-alanine']}]	NaN
BGC0001101	['NRP', 'Polyketide']	AAN85529.1	NaN	NaN
BGC0001101	['NRP', 'Polyketide']	AAN85522.1	[{'epimerized': False, 'evidence': ['Activity assay'], 'nonproteinogenic': ['Cysteine']}]	NaN
BGC0001228	['NRP']	WP_028678149.1	[{'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Threonine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Alanine']}]	NaN
BGC0001228	['NRP']	WP_028678148.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Cysteine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['Norcoronamic acid']}]	NaN
BGC0001443	['NRP', 'Polyketide']	WP_019634556.1	NaN	['LCL']
BGC0001443	['NRP', 'Polyketide']	WP_026341873.1	NaN	['LCL']
BGC0001443	['NRP', 'Polyketide']	WP_019634550.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Isoleucine']}]	NaN
BGC0000383	['NRP', 'Polyketide']	plu1878	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Threonine']}]	NaN
BGC0000383	['NRP', 'Polyketide']	plu1880	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Lysine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Alanine']}]	NaN
BGC0000442	['NRP']	ABU51602	[{'epimerized': False, 'evidence': ['Activity assay'], 'nonproteinogenic': ['Indole pyruvic acid']}]	NaN
BGC0001479	['NRP']	ACC81021.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Phenylalanine']}, {'epimerized': True, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['D-lysine']}]	NaN
BGC0001479	['NRP']	ACC81022.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Isoleucine']}]	NaN
BGC0001479	['NRP']	ACC81023.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['N-methylglycine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['Homophenylalanine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['Homotyrosine']}]	NaN
BGC0001479	['NRP']	ACC81024.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['Homotyrosine']}]	NaN
BGC0001029	['NRP', 'Polyketide']	AEU11005.1	[{'epimerized': False, 'evidence': ['Activity assay'], 'nonproteinogenic': ['VGVWVAASGK']}]	NaN
BGC0001029	['NRP', 'Polyketide']	AEU11006.1	[{'epimerized': True, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['DAWLFGLIDK']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['DILALGLIWK']}]	NaN
BGC0001029	['NRP', 'Polyketide']	AEU11003.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['DVQFIAHVVK']}, {'epimerized': False, 'evidence': ['Activity assay'], 'nonproteinogenic': ['DAWTIAAVCK']}, {'epimerized': True, 'evidence': ['Activity assay'], 'nonproteinogenic': ['DAFFLGVTFK']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['DVQFIAHVVK']}]	NaN
BGC0000950	['NRP', 'Other']	ADY76660.1	NaN	NaN
BGC0000950	['NRP', 'Other']	ADY76661.1	NaN	['LCL']
BGC0000950	['NRP', 'Other']	ADY76664.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['m-Tyrosine']}]	NaN
BGC0000950	['NRP', 'Other']	ADY76666.1	NaN	['LCL']
BGC0000950	['NRP', 'Other']	ADY76667.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['(2S,3S)-2,3-Diaminobutyric acid']}]	NaN
BGC0000950	['NRP', 'Other']	ADY76674.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['m-Tyrosine']}]	NaN
BGC0000950	['NRP', 'Other']	ADY76678.1	NaN	['LCL']
BGC0000950	['NRP', 'Other']	ADY76684.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Methionine']}]	NaN
BGC0000970	['NRP', 'Polyketide']	CAQ43084.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Tyrosine']}]	NaN
BGC0001418	['NRP', 'Polyketide']	APZ78691.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Threonine']}, {'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Alanine']}]	NaN
BGC0001418	['NRP', 'Polyketide']	APZ78692.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Alanine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Glutamine']}]	['LCL']
BGC0001048	['NRP', 'Polyketide', 'Saccharide']	ABL74936.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['Asparigine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Histidine']}]	NaN
BGC0001048	['NRP', 'Polyketide', 'Saccharide']	ABL74937.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Alanine']}]	NaN
BGC0001048	['NRP', 'Polyketide', 'Saccharide']	ABL74939.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Threonine']}]	NaN
BGC0001048	['NRP', 'Polyketide', 'Saccharide']	ABL74940.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Serine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['Asparigine']}]	['Starter']
BGC0001048	['NRP', 'Polyketide', 'Saccharide']	ABL74941.1	NaN	['DCL']
BGC0001048	['NRP', 'Polyketide', 'Saccharide']	ABL74945.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Cysteine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['Beta-alanine']}]	['Heterocyclization']
BGC0001048	['NRP', 'Polyketide', 'Saccharide']	ABL74946.1	NaN	NaN
BGC0000419	['NRP', 'Saccharide']	AIG79243.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['Hydroxyphenylglycine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['Beta-hydroxytyrosine']}]	NaN
BGC0000419	['NRP', 'Saccharide']	AIG79242.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['3,5-Dihydroxyphenylglycine']}]	['Unknown']
BGC0000419	['NRP', 'Saccharide']	AIG79241.1	[{'epimerized': True, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['4-Hydroxyphenylglycine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['4-Hydroxyphenylglycine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['Beta-hydroxytyrosine']}]	['Unknown']
BGC0000419	['NRP', 'Saccharide']	AIG79240.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['3,5-Dihydroxyphenylglycine']}]	['Unknown']
BGC0000819	['NRP', 'Alkaloid']	AGA37269.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['4-Methylproline']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Tryptophan']}]	NaN
BGC0001422	['NRP', 'Polyketide']	APZ78743.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Threonine']}, {'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Alanine']}]	NaN
BGC0001422	['NRP', 'Polyketide']	APZ78744.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Proline']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Alanine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Glutamine']}]	NaN
BGC0000399	['NRP']	AAY91419	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glutamate']}]	NaN
BGC0000399	['NRP']	AAY91420	[{'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Threonine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Isoleucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}]	NaN
BGC0000399	['NRP']	AAY91421	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Valine']}]	NaN
BGC0001429	['NRP', 'Polyketide']	APZ78821.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Threonine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}]	NaN
BGC0001429	['NRP', 'Polyketide']	APZ78822.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Alanine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Alanine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glutamine']}]	['LCL']
BGC0000445	['NRP']	CAJ34374.1	[{'epimerized': True, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Cysteine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Glycine']}]	NaN
BGC0000445	['NRP']	CAJ34375.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Cysteine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Cysteine']}]	NaN
BGC0000445	['NRP']	CAJ34368.1	NaN	['Unknown']
BGC0000150	['NRP', 'Polyketide']	ABP55165.1	NaN	['LCL']
BGC0001038	['NRP', 'Polyketide']	AGC24265.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Proline']}]	NaN
BGC0001346	['NRP']	AOA33121.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Aspartate']}]	NaN
BGC0001346	['NRP']	AOA33122.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Threonine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Glutamine']}]	NaN
BGC0001346	['NRP']	AOA33123.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Isoleucine']}]	NaN
BGC0000384	['NRP']	AAT12283	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Tryptophan']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Valine']}]	NaN
BGC0001014	['NRP', 'Polyketide']	CAD15508.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Cysteine']}]	['Heterocyclization']
BGC0001014	['NRP', 'Polyketide']	CAD15513.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Cysteine']}]	NaN
BGC0001110	['NRP', 'Polyketide']	ADA82585.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Glycine']}]	NaN
BGC0001844	['NRP']	WP_013428774.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Valine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Phenylalanine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glutamate']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Isoleucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Alanine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Isoleucine']}]	NaN
BGC0000306	['NRP']	EWS95122.1	[{'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Alanine']}]	NaN
BGC0000306	['NRP']	EWS95124.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glycine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['4-Hydroxyphenylglycine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Alanine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Tyrosine']}]	NaN
BGC0001425	['NRP', 'Polyketide']	APZ78768.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Threonine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Alanine']}]	NaN
BGC0001425	['NRP', 'Polyketide']	APZ78769.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Proline']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Alanine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glutamine']}]	NaN
BGC0001833	['NRP']	AYA44686.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}]	NaN
BGC0001034	['NRP', 'Polyketide']	ctg1_orf00037	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Alanine']}]	NaN
BGC0000330	['NRP']	CAJ96472.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Aspartate']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['2,4-Diaminobutyric acid']}]	['Starter']
BGC0000330	['NRP']	CAJ96471.1	[{'epimerized': False, 'evidence': ['Activity assay'], 'proteinogenic': ['Aspartate']}]	NaN
BGC0000330	['NRP']	CAJ96468.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'proteinogenic': ['Glycine']}]	NaN
BGC0000330	['NRP']	CAJ96470.1	[{'epimerized': False, 'evidence': ['Sequence-based prediction'], 'nonproteinogenic': ['N5-Hydroxyornithine']}]	NaN
BGC0001448	['NRP']	ARU08063.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['2,3-Diamino-3-methylpropanoic acid']}]	NaN
BGC0001448	['NRP']	ARU08073.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['3-methylaspartic acid']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Valine']}]	['LCL']
BGC0001448	['NRP']	ARU08074.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Lysine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['Hydroxyaspartic acid']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Aspartate']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glycine']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['3-methylaspartic acid']}]	NaN
BGC0001448	['NRP']	ARU08075.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Valine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['3-Methylproline']}]	NaN
BGC0001331	['NRP', 'Polyketide']	WP_019032755.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glycine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}]	NaN
BGC0001331	['NRP', 'Polyketide']	WP_019032753.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glycine']}]	['LCL']
BGC0000424	['NRP']	Hsero_2343	[{'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Aspartate']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Aspartate']}, {'epimerized': True, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Threonine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Serine']}, {'aa_subcluster': ['Hsero_2346'], 'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['N5-Hydroxyornithine']}]	NaN
BGC0001327	['NRP', 'Polyketide']	WP_030498974.1	[{'epimerized': False, 'evidence': ['Feeding study'], 'proteinogenic': ['Serine']}]	NaN
BGC0001327	['NRP', 'Polyketide']	WP_052165466.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Glycine']}]	NaN
BGC0001327	['NRP', 'Polyketide']	WP_030498977.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['Beta-hydroxyasparagine']}]	['LCL']
BGC0001327	['NRP', 'Polyketide']	WP_030498980.1	NaN	['DCL']
BGC0000921	['Other', 'Polyketide', 'NRP']	ADQ74618.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Proline']}]	NaN
BGC0000425	['NRP']	AFH75320.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['2,3-Dehydro-2-aminobutyric acid']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['D-proline']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['D-serine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['D-leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['D-valine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['D-glutamine']}]	NaN
BGC0000425	['NRP']	AFH75321.1	[{'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['D-glutamine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['D-valine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['D-leucine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'nonproteinogenic': ['D-valine']}, {'epimerized': False, 'evidence': ['Structure-based inference'], 'proteinogenic': ['Valine']}]	NaN
